model,variant,topology,freq_set,param_label,K,zero_lag_group_sync_success,phase_locked_group_success,phase_sync_success,frequency_lock_success,one_to_one_flash_lock_success,final_frequency_spread_hz,flash_count_ratio,extra_flash_rate_hz,mean_pairwise_timing_error_s,mean_pairwise_offset_jitter_s,mean_order_parameter_R,sync_diagnostic_label
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.1,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.821346,1.6,0.9,0.124314,0.140933,0.971064,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.821346,1.6,0.9,0.124314,0.140933,0.971064,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.821346,1.6,0.9,0.124314,0.140933,0.971064,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.821346,1.6,0.9,0.124314,0.140933,0.971064,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.821346,1.6,0.9,0.124314,0.140933,0.971064,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.219527,1.1579,0.3,0.125167,0.143192,0.97214,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.397238,1.2222,0.4,0.118305,0.129886,0.970798,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.803914,1.5333,0.8,0.113529,0.128366,0.971862,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,piecewise_advance_delay eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,piecewise_advance_delay eps=0.1,,False,False,False,False,True,0.22376,1.1579,0.3,0.113333,0.12601,0.973998,frequency_not_locked
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.459184,1.2778,0.5,0.11322,0.132384,0.972527,extra_flashes_or_harmonic_locking
pco_adaptive_prc,piecewise_advance_delay_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,strong_heterogeneity,piecewise_advance_delay eps=0.1,,False,False,False,False,False,0.821346,1.6,0.9,0.124314,0.140933,0.971064,extra_flashes_or_harmonic_locking
